language,domain,record_id,text,target_task,aspect,aspect_is_null,source_count,distinct_va,distinct_opinions,distinct_categories,conflict_type,valence_min,valence_max,valence_spread,arousal_min,arousal_max,arousal_spread,max_va_distance,opinions,categories,vas
eng,laptop,laptop_quad_test_313,i am in love with how light and speedy it is .,1,,True,4,4,3,2,opinion_and_category_vary,6.75,7.0,0.25,6.75,6.88,0.1299999999999999,0.25,"[""light"", ""love"", ""speedy""]","[""laptop#design_features"", ""laptop#operation_performance""]","[[6.75, 6.75], [6.88, 6.75], [6.88, 6.88], [7.0, 6.75]]"
eng,laptop,laptop_quad_test_321,"it is thinner , and lighter .",1,,True,2,2,2,1,opinion_varies,7.25,7.38,0.1299999999999999,7.25,7.5,0.25,0.2817800560721074,"[""lighter"", ""thinner""]","[""laptop#design_features""]","[[7.25, 7.25], [7.38, 7.5]]"
eng,laptop,laptop_quad_test_351,"it arrived in great condition , and it ' s been working perfectly for me since i got it .",1,,True,2,2,2,1,opinion_varies,7.33,7.5,0.16999999999999993,7.67,7.83,0.16000000000000014,0.23345235059857508,"[""great"", ""perfectly""]","[""laptop#operation_performance""]","[[7.33, 7.67], [7.5, 7.83]]"
eng,laptop,laptop_quad_test_358,- speakers are a little tinny ( though the volume is awesome ) and it ' s not possible to customize the equalizer on the chrome os right now : (,1,speakers,False,2,2,2,2,opinion_and_category_vary,4.5,8.0,3.5,6.0,7.5,1.5,3.8078865529319543,"[""a little tinny"", ""awesome""]","[""multimedia_devices#design_features"", ""multimedia_devices#quality""]","[[4.5, 6.0], [8.0, 7.5]]"
eng,laptop,laptop_quad_test_364,"the touchscreen looks good and is responsive , and the keyboard is nice .",1,touchscreen,False,2,2,2,2,opinion_and_category_vary,6.83,7.67,0.8399999999999999,7.17,8.0,0.8300000000000001,1.180889495253472,"[""good"", ""responsive""]","[""display#general"", ""display#operation_performance""]","[[6.83, 7.17], [7.67, 8.0]]"
eng,laptop,laptop_quad_test_371,one plus i ' m particularly happy about : a quiet fan - less device that doesn ' t heat up too much !,1,fan - less device,False,2,2,2,1,opinion_varies,6.88,7.0,0.1200000000000001,6.5,6.62,0.1200000000000001,0.16970562748477155,"[""particularly happy"", ""quiet""]","[""fans_cooling#quality""]","[[6.88, 6.5], [7.0, 6.62]]"
eng,laptop,laptop_quad_test_379,"but currently i am happy with it , the battery is ok , and its very aesthetically pleasing .",1,,True,3,3,3,2,opinion_and_category_vary,6.12,7.0,0.8799999999999999,6.0,6.88,0.8799999999999999,1.2445079348883235,"[""happy"", ""pleasing"", ""very aesthetically""]","[""laptop#design_features"", ""laptop#general""]","[[6.12, 6.0], [6.75, 6.62], [7.0, 6.88]]"
eng,laptop,laptop_quad_test_397,my daughter loves it and it will be a great tool to help her through nursing school .,1,,True,2,2,2,1,opinion_varies,7.67,7.83,0.16000000000000014,7.83,8.0,0.16999999999999993,0.23345235059857508,"[""great"", ""loves""]","[""laptop#general""]","[[7.67, 7.83], [7.83, 8.0]]"
eng,laptop,laptop_quad_test_406,"bright enough for all uses , and 1080p is perfect - images are sharp .",1,1080p,False,2,2,2,1,opinion_varies,7.17,7.5,0.33000000000000007,7.17,7.33,0.16000000000000014,0.3667424164178451,"[""bright"", ""perfect""]","[""display#quality""]","[[7.17, 7.17], [7.5, 7.33]]"
eng,laptop,laptop_quad_test_428,"the laptop was great , lightweight , booted fast , simple to use .",1,laptop,False,4,4,4,4,opinion_and_category_vary,6.67,7.5,0.8300000000000001,6.83,7.67,0.8399999999999999,1.180889495253472,"[""fast"", ""great"", ""lightweight"", ""simple""]","[""laptop#design_features"", ""laptop#general"", ""laptop#operation_performance"", ""laptop#usability""]","[[6.67, 6.83], [7.17, 7.17], [7.17, 7.33], [7.5, 7.67]]"
eng,laptop,laptop_quad_test_431,things were fine until the unit stopped charging .,1,,True,2,2,2,2,opinion_and_category_vary,5.0,7.0,2.0,5.0,7.0,2.0,2.8284271247461903,"[""NULL"", ""fine""]","[""laptop#operation_performance"", ""power_supply#operation_performance""]","[[5.0, 5.0], [7.0, 7.0]]"
eng,laptop,laptop_quad_test_435,"it is a beautiful , well built laptop .",1,laptop,False,2,2,2,1,opinion_varies,7.0,7.38,0.3799999999999999,7.25,7.5,0.25,0.45486261662176625,"[""beautiful"", ""well""]","[""laptop#design_features""]","[[7.0, 7.25], [7.38, 7.5]]"
eng,laptop,laptop_quad_test_436,that ' s nutty for an expensive premium product .,1,product,False,2,2,2,2,opinion_and_category_vary,2.38,3.38,1.0,6.5,7.38,0.8799999999999999,1.332066064427737,"[""expensive"", ""nutty""]","[""laptop#operation_performance"", ""laptop#price""]","[[2.38, 7.38], [3.38, 6.5]]"
eng,laptop,laptop_quad_test_438,i seriously love the product but i may have to return it .,1,product,False,2,2,2,1,opinion_varies,4.33,8.17,3.84,5.67,8.17,2.5,4.582095590447672,"[""NULL"", ""love""]","[""laptop#general""]","[[4.33, 5.67], [8.17, 8.17]]"
eng,laptop,laptop_quad_test_447,"product is sturdy , lightweight , fast , and the battery runtime was as advertised !",1,product,False,3,2,3,2,opinion_and_category_vary,7.25,7.5,0.25,7.5,7.5,0.0,0.25,"[""fast"", ""lightweight"", ""sturdy""]","[""laptop#design_features"", ""laptop#operation_performance""]","[[7.25, 7.5], [7.5, 7.5]]"
eng,laptop,laptop_quad_test_459,"a great chromebook , but stopped charging in 3 months .",1,chromebook,False,2,2,2,2,opinion_and_category_vary,5.0,7.25,2.25,4.5,7.25,2.75,3.553167600887974,"[""NULL"", ""great""]","[""laptop#general"", ""laptop#operation_performance""]","[[5.0, 4.5], [7.25, 7.25]]"
eng,laptop,laptop_quad_test_461,"chromebooks are cool , but they dont last at all .",1,chromebooks,False,2,2,2,2,opinion_and_category_vary,4.17,6.67,2.5,4.83,6.5,1.67,3.0064763428305903,"[""NULL"", ""cool""]","[""laptop#design_features"", ""laptop#operation_performance""]","[[4.17, 4.83], [6.67, 6.5]]"
eng,laptop,laptop_quad_test_462,hey this machine is extremely useable and functionable .,1,machine,False,2,2,2,2,opinion_and_category_vary,7.33,7.5,0.16999999999999993,7.5,7.83,0.33000000000000007,0.37121422386541175,"[""extremely useable"", ""functionable""]","[""laptop#operation_performance"", ""laptop#usability""]","[[7.33, 7.5], [7.5, 7.83]]"
eng,laptop,laptop_quad_test_483,the top metal monitor casing seems to be soft and bendable .,1,top metal monitor casing,False,2,2,2,1,opinion_varies,4.5,4.88,0.3799999999999999,4.5,5.38,0.8799999999999999,0.9585405573057406,"[""bendable"", ""soft""]","[""hardware#design_features""]","[[4.5, 4.5], [4.88, 5.38]]"
eng,laptop,laptop_quad_test_488,i find the chromium os to be very limiting and would not recommend it over a cheap windows pc .,1,windows pc,False,2,2,2,1,opinion_varies,3.5,4.0,0.5,5.5,5.5,0.0,0.5,"[""cheap"", ""not recommend""]","[""laptop#price""]","[[3.5, 5.5], [4.0, 5.5]]"
eng,laptop,laptop_quad_test_491,1 - faulty trackpad resulting in jerky erratic cursor movement relative to the smooth movement of your finger .,1,trackpad,False,3,3,3,1,opinion_varies,3.0,3.25,0.25,6.5,6.88,0.3799999999999999,0.45486261662176625,"[""erratic"", ""faulty"", ""jerky""]","[""keyboard#operation_performance""]","[[3.0, 6.88], [3.12, 6.75], [3.25, 6.5]]"
eng,laptop,laptop_quad_test_493,"however , if you want a really speedy chromebook , it ' s great .",1,chromebook,False,2,2,2,1,opinion_varies,7.0,7.5,0.5,7.0,7.33,0.33000000000000007,0.5990826320300064,"[""great"", ""really speedy""]","[""laptop#operation_performance""]","[[7.0, 7.0], [7.5, 7.33]]"
eng,laptop,laptop_quad_test_507,the sound is really terrible and tinny .,1,sound,False,2,2,2,1,opinion_varies,2.62,2.62,0.0,6.0,7.5,1.5,1.5,"[""really terrible"", ""tinny""]","[""multimedia_devices#operation_performance""]","[[2.62, 6.0], [2.62, 7.5]]"
eng,laptop,laptop_quad_test_510,i ' ve always liked msi for their performance and fairly decent price .,1,msi,False,2,2,2,2,opinion_and_category_vary,6.33,6.83,0.5,6.5,6.83,0.33000000000000007,0.5990826320300064,"[""always liked"", ""fairly decent""]","[""laptop#operation_performance"", ""laptop#price""]","[[6.33, 6.5], [6.83, 6.83]]"
eng,laptop,laptop_quad_test_533,"now i feel bad buying this for my child , as this laptop seem to have a solid rating elsewhere .",1,laptop,False,2,2,2,1,opinion_varies,3.62,5.88,2.26,5.88,6.12,0.2400000000000002,2.2727076362788066,"[""bad"", ""solid""]","[""laptop#general""]","[[3.62, 6.12], [5.88, 5.88]]"
eng,laptop,laptop_quad_test_540,"it does have a nice screen that is very bright , decent viewing angle and ok for contrast .",1,screen,False,4,4,4,1,opinion_varies,5.67,7.5,1.83,5.5,7.5,2.0,2.710885464197999,"[""decent"", ""nice"", ""ok"", ""very bright""]","[""display#general""]","[[5.67, 5.5], [6.67, 6.33], [7.5, 7.33], [7.5, 7.5]]"
eng,laptop,laptop_quad_test_541,the keyboard is very nice and very responsive .,1,keyboard,False,2,2,2,1,opinion_varies,7.33,7.33,0.0,7.17,7.33,0.16000000000000014,0.16000000000000014,"[""very nice"", ""very responsive""]","[""keyboard#operation_performance""]","[[7.33, 7.17], [7.33, 7.33]]"
eng,laptop,laptop_quad_test_547,"used as bought , it is an ok laptop , but not great ( probably a 3 star value ) .",1,laptop,False,2,2,2,1,opinion_varies,5.33,5.83,0.5,5.5,5.5,0.0,0.5,"[""not great"", ""ok""]","[""laptop#general""]","[[5.33, 5.5], [5.83, 5.5]]"
eng,laptop,laptop_quad_test_552,"i paid $ 500 for a 15 ` ` notebook with 8gb ram , latest i5 - 8250u cpu with reasonable weight and its quite extendable , i am happy for this deal .",1,,True,2,2,2,1,opinion_varies,7.33,7.5,0.16999999999999993,7.67,7.83,0.16000000000000014,0.23345235059857508,"[""happy"", ""quite extendable""]","[""laptop#design_features""]","[[7.33, 7.67], [7.5, 7.83]]"
eng,laptop,laptop_quad_test_555,very nice looking laptop for the money .,1,laptop,False,2,2,2,2,opinion_and_category_vary,5.25,7.25,2.0,5.0,7.5,2.5,3.2015621187164243,"[""NULL"", ""very nice looking""]","[""laptop#design_features"", ""laptop#price""]","[[5.25, 5.0], [7.25, 7.5]]"
eng,laptop,laptop_quad_test_562,very good laptop if you want something lightweight for everyday browsing .,1,laptop,False,2,2,2,1,opinion_varies,7.38,7.5,0.1200000000000001,7.5,7.62,0.1200000000000001,0.16970562748477155,"[""lightweight"", ""very good""]","[""laptop#design_features""]","[[7.38, 7.5], [7.5, 7.62]]"
eng,laptop,laptop_quad_test_571,cheaply made plastic but performance is well worth the trade for a $ 500 laptop .,1,,True,3,3,3,2,opinion_and_category_vary,4.88,6.88,2.0,6.12,7.0,0.8799999999999999,2.185040045399626,"[""cheaply made"", ""well"", ""worth""]","[""laptop#operation_performance"", ""laptop#quality""]","[[4.88, 6.12], [6.5, 6.38], [6.88, 7.0]]"
eng,laptop,laptop_quad_test_574,"i do like the screen on this , images are clean and crisp , enjoying the 4 gigs of ram which allow me to have a few more tab open .",1,screen,False,3,3,3,1,opinion_varies,6.67,7.17,0.5,6.67,7.33,0.6600000000000001,0.8280096617793782,"[""clean"", ""crisp"", ""like""]","[""display#general""]","[[6.67, 6.67], [7.0, 7.17], [7.17, 7.33]]"
eng,laptop,laptop_quad_test_579,i want to love this laptop because it is so lightweight and sleek .,1,laptop,False,3,3,3,1,opinion_varies,5.88,6.62,0.7400000000000002,6.0,6.88,0.8799999999999999,1.1497825881443848,"[""love"", ""sleek"", ""so lightweight""]","[""laptop#design_features""]","[[5.88, 6.0], [6.62, 6.75], [6.62, 6.88]]"
eng,laptop,laptop_quad_test_585,they keyboard felt responsive and was a good size .,1,keyboard,False,2,2,2,2,opinion_and_category_vary,7.25,7.75,0.5,7.5,8.0,0.5,0.7071067811865476,"[""good"", ""responsive""]","[""keyboard#design_features"", ""keyboard#operation_performance""]","[[7.25, 7.5], [7.75, 8.0]]"
eng,laptop,laptop_quad_test_593,"my acer aspire e 15 worked great for a day , and then shut off by itself .",1,acer aspire,False,2,2,2,1,opinion_varies,4.0,6.5,2.5,5.33,6.33,1.0,2.692582403567252,"[""NULL"", ""great""]","[""laptop#general""]","[[4.0, 5.33], [6.5, 6.33]]"
eng,laptop,laptop_quad_test_596,good performance for the price and my intention as the support for my family was to have everyone on these with a spare to deal with ones that break down .,2,,True,2,2,1,2,category_varies,6.88,7.0,0.1200000000000001,6.88,7.0,0.1200000000000001,0.16970562748477155,"[""good""]","[""laptop#operation_performance"", ""laptop#price""]","[[6.88, 6.88], [7.0, 7.0]]"
eng,laptop,laptop_quad_test_596,good performance for the price and my intention as the support for my family was to have everyone on these with a spare to deal with ones that break down .,1,,True,2,2,1,2,category_varies,6.88,7.0,0.1200000000000001,6.88,7.0,0.1200000000000001,0.16970562748477155,"[""good""]","[""laptop#operation_performance"", ""laptop#price""]","[[6.88, 6.88], [7.0, 7.0]]"
eng,laptop,laptop_quad_test_598,the reason why i ' m giving this laptop a two star is because overall i think the quality of it is good especially for the price .,2,laptop,False,2,2,1,2,category_varies,6.5,6.62,0.1200000000000001,6.62,6.75,0.1299999999999999,0.1769180601295413,"[""good""]","[""laptop#price"", ""laptop#quality""]","[[6.5, 6.62], [6.62, 6.75]]"
eng,laptop,laptop_quad_test_598,the reason why i ' m giving this laptop a two star is because overall i think the quality of it is good especially for the price .,1,laptop,False,2,2,1,2,category_varies,6.5,6.62,0.1200000000000001,6.62,6.75,0.1299999999999999,0.1769180601295413,"[""good""]","[""laptop#price"", ""laptop#quality""]","[[6.5, 6.62], [6.62, 6.75]]"
eng,laptop,laptop_quad_test_607,"also , i hate the keyboard - it feels really cheap .",1,keyboard,False,2,2,2,1,opinion_varies,3.25,3.5,0.25,6.75,6.75,0.0,0.25,"[""hate"", ""really cheap""]","[""keyboard#general""]","[[3.25, 6.75], [3.5, 6.75]]"
eng,laptop,laptop_quad_test_608,overall the laptop is cheap and flimsy .,1,laptop,False,2,2,2,2,opinion_and_category_vary,5.67,5.83,0.16000000000000014,6.33,6.5,0.16999999999999993,0.23345235059857508,"[""cheap"", ""flimsy""]","[""laptop#price"", ""laptop#quality""]","[[5.67, 6.33], [5.83, 6.5]]"
eng,laptop,laptop_quad_test_620,"the computer itself is actually quite fast with the ssd and processor , so my experience there so far has been good .",1,computer,False,2,2,2,2,opinion_and_category_vary,7.33,7.83,0.5,7.5,8.0,0.5,0.7071067811865476,"[""actually quite fast"", ""good""]","[""laptop#general"", ""laptop#operation_performance""]","[[7.33, 7.5], [7.83, 8.0]]"
eng,laptop,laptop_quad_test_647,"it just crashed , dead .",1,,True,2,2,2,1,opinion_varies,3.0,3.17,0.16999999999999993,7.17,7.5,0.33000000000000007,0.37121422386541175,"[""dead"", ""just crashed""]","[""laptop#operation_performance""]","[[3.0, 7.5], [3.17, 7.17]]"
eng,laptop,laptop_quad_test_654,everything else is very good and i am satisfied,1,,True,2,2,2,1,opinion_varies,6.75,7.38,0.6299999999999999,7.0,7.5,0.5,0.8043009387039156,"[""satisfied"", ""very good""]","[""laptop#general""]","[[6.75, 7.0], [7.38, 7.5]]"
eng,laptop,laptop_quad_test_662,"poor touch pad , it get stuck .",1,touch pad,False,2,2,2,1,opinion_varies,3.67,3.83,0.16000000000000014,6.67,7.0,0.33000000000000007,0.3667424164178451,"[""poor"", ""stuck""]","[""hardware#general""]","[[3.67, 7.0], [3.83, 6.67]]"
eng,laptop,laptop_quad_test_664,"- user interfaces that are tight , responsive",1,user interfaces,False,2,2,2,1,opinion_varies,6.17,6.83,0.6600000000000001,6.0,6.67,0.6699999999999999,0.9404786015641186,"[""responsive"", ""tight""]","[""os#operation_performance""]","[[6.17, 6.0], [6.83, 6.67]]"
eng,laptop,laptop_quad_test_665,"all and all , it ' s a light weight , but very robust development stack , that also has the added convenience of cloud9 ' s collaboration features wherein multiple developers can be writing code in even the same file simultaneously .",1,,True,2,2,2,2,opinion_and_category_vary,7.75,8.0,0.25,8.25,8.25,0.0,0.25,"[""light"", ""very robust""]","[""os#design_features"", ""os#operation_performance""]","[[7.75, 8.25], [8.0, 8.25]]"
eng,laptop,laptop_quad_test_669,it ' s really seamless and smooth to move back and forth and makes experimenting with different linux configs and environments effortless .,1,linux configs,False,3,2,3,1,opinion_varies,7.67,7.83,0.16000000000000014,7.5,7.67,0.16999999999999993,0.23345235059857508,"[""effortless"", ""really seamless"", ""smooth""]","[""os#operation_performance""]","[[7.67, 7.5], [7.83, 7.67]]"
eng,laptop,laptop_quad_test_669,it ' s really seamless and smooth to move back and forth and makes experimenting with different linux configs and environments effortless .,1,environments,False,3,2,3,1,opinion_varies,7.67,7.83,0.16000000000000014,7.5,7.67,0.16999999999999993,0.23345235059857508,"[""effortless"", ""really seamless"", ""smooth""]","[""os#operation_performance""]","[[7.67, 7.5], [7.83, 7.67]]"
eng,laptop,laptop_quad_test_670,"you won ' t be disappointed with this great little machine how ever you end up using it , and that versatility is what really makes this machine such a fun and valuable computer .",1,machine,False,2,2,2,1,opinion_varies,7.0,7.17,0.16999999999999993,7.33,7.5,0.16999999999999993,0.24041630560342606,"[""' t be disappointed"", ""great""]","[""laptop#general""]","[[7.0, 7.33], [7.17, 7.5]]"
eng,laptop,laptop_quad_test_670,"you won ' t be disappointed with this great little machine how ever you end up using it , and that versatility is what really makes this machine such a fun and valuable computer .",1,,True,2,2,2,1,opinion_varies,7.33,7.67,0.33999999999999986,7.83,8.0,0.16999999999999993,0.3801315561749641,"[""fun"", ""valuable""]","[""laptop#general""]","[[7.33, 7.83], [7.67, 8.0]]"
eng,laptop,laptop_quad_test_670,"you won ' t be disappointed with this great little machine how ever you end up using it , and that versatility is what really makes this machine such a fun and valuable computer .",1,computer,False,2,2,2,1,opinion_varies,7.5,7.67,0.16999999999999993,7.83,8.0,0.16999999999999993,0.24041630560342606,"[""fun"", ""valuable""]","[""laptop#general""]","[[7.5, 7.83], [7.67, 8.0]]"
eng,laptop,laptop_quad_test_671,"for ~ $ 15 you can get a nice , fitted anti - glare screen protector that reduces the fingerprint / glare problems and gives you some piece of mind about protecting that gorgeous screen .",1,screen protector,False,2,2,2,1,opinion_varies,6.83,7.0,0.16999999999999993,7.0,7.0,0.0,0.16999999999999993,"[""fitted"", ""nice""]","[""display#operation_performance""]","[[6.83, 7.0], [7.0, 7.0]]"
