language,domain,record_id,text,target_subtask,structure,source_count,vas,opinions,categories
eng,laptop,laptop_quad_test_364,"the touchscreen looks good and is responsive , and the keyboard is nice .",1,['touchscreen'],2,"[[6.83, 7.17], [7.67, 8.0]]","['good', 'responsive']","['DISPLAY#GENERAL', 'DISPLAY#OPERATION_PERFORMANCE']"
eng,laptop,laptop_quad_test_371,one plus i ' m particularly happy about : a quiet fan - less device that doesn ' t heat up too much !,1,['fan - less device'],2,"[[6.88, 6.5], [7.0, 6.62]]","['particularly happy', 'quiet']",['FANS_COOLING#QUALITY']
eng,laptop,laptop_quad_test_379,"but currently i am happy with it , the battery is ok , and its very aesthetically pleasing .",1,[None],3,"[[6.12, 6.0], [6.75, 6.62], [7.0, 6.88]]","['happy', 'pleasing', 'very aesthetically']","['LAPTOP#DESIGN_FEATURES', 'LAPTOP#GENERAL']"
eng,laptop,laptop_quad_test_397,my daughter loves it and it will be a great tool to help her through nursing school .,1,[None],2,"[[7.67, 7.83], [7.83, 8.0]]","['great', 'loves']",['LAPTOP#GENERAL']
eng,laptop,laptop_quad_test_406,"bright enough for all uses , and 1080p is perfect - images are sharp .",1,['1080p'],2,"[[7.17, 7.17], [7.5, 7.33]]","['bright', 'perfect']",['DISPLAY#QUALITY']
eng,laptop,laptop_quad_test_428,"the laptop was great , lightweight , booted fast , simple to use .",1,['laptop'],4,"[[6.67, 6.83], [7.17, 7.17], [7.17, 7.33], [7.5, 7.67]]","['fast', 'great', 'lightweight', 'simple']","['LAPTOP#DESIGN_FEATURES', 'LAPTOP#GENERAL', 'LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#USABILITY']"
eng,laptop,laptop_quad_test_431,things were fine until the unit stopped charging .,1,[None],2,"[[5.0, 5.0], [7.0, 7.0]]","['NULL', 'fine']","['LAPTOP#OPERATION_PERFORMANCE', 'POWER_SUPPLY#OPERATION_PERFORMANCE']"
eng,laptop,laptop_quad_test_435,"it is a beautiful , well built laptop .",1,['laptop'],2,"[[7.0, 7.25], [7.38, 7.5]]","['beautiful', 'well']",['LAPTOP#DESIGN_FEATURES']
eng,laptop,laptop_quad_test_436,that ' s nutty for an expensive premium product .,1,['product'],2,"[[2.38, 7.38], [3.38, 6.5]]","['expensive', 'nutty']","['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#PRICE']"
eng,laptop,laptop_quad_test_438,i seriously love the product but i may have to return it .,1,['product'],2,"[[4.33, 5.67], [8.17, 8.17]]","['NULL', 'love']",['LAPTOP#GENERAL']
eng,laptop,laptop_quad_test_447,"product is sturdy , lightweight , fast , and the battery runtime was as advertised !",1,['product'],3,"[[7.25, 7.5], [7.5, 7.5]]","['fast', 'lightweight', 'sturdy']","['LAPTOP#DESIGN_FEATURES', 'LAPTOP#OPERATION_PERFORMANCE']"
eng,laptop,laptop_quad_test_459,"a great chromebook , but stopped charging in 3 months .",1,['chromebook'],2,"[[5.0, 4.5], [7.25, 7.25]]","['NULL', 'great']","['LAPTOP#GENERAL', 'LAPTOP#OPERATION_PERFORMANCE']"
eng,laptop,laptop_quad_test_461,"chromebooks are cool , but they dont last at all .",1,['chromebooks'],2,"[[4.17, 4.83], [6.67, 6.5]]","['NULL', 'cool']","['LAPTOP#DESIGN_FEATURES', 'LAPTOP#OPERATION_PERFORMANCE']"
eng,laptop,laptop_quad_test_462,hey this machine is extremely useable and functionable .,1,['machine'],2,"[[7.33, 7.5], [7.5, 7.83]]","['extremely useable', 'functionable']","['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#USABILITY']"
eng,laptop,laptop_quad_test_483,the top metal monitor casing seems to be soft and bendable .,1,['top metal monitor casing'],2,"[[4.5, 4.5], [4.88, 5.38]]","['bendable', 'soft']",['HARDWARE#DESIGN_FEATURES']
eng,laptop,laptop_quad_test_488,i find the chromium os to be very limiting and would not recommend it over a cheap windows pc .,1,['windows pc'],2,"[[3.5, 5.5], [4.0, 5.5]]","['cheap', 'not recommend']",['LAPTOP#PRICE']
eng,laptop,laptop_quad_test_491,1 - faulty trackpad resulting in jerky erratic cursor movement relative to the smooth movement of your finger .,1,['trackpad'],3,"[[3.0, 6.88], [3.12, 6.75], [3.25, 6.5]]","['erratic', 'faulty', 'jerky']",['KEYBOARD#OPERATION_PERFORMANCE']
eng,laptop,laptop_quad_test_493,"however , if you want a really speedy chromebook , it ' s great .",1,['chromebook'],2,"[[7.0, 7.0], [7.5, 7.33]]","['great', 'really speedy']",['LAPTOP#OPERATION_PERFORMANCE']
eng,laptop,laptop_quad_test_507,the sound is really terrible and tinny .,1,['sound'],2,"[[2.62, 6.0], [2.62, 7.5]]","['really terrible', 'tinny']",['MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE']
eng,laptop,laptop_quad_test_510,i ' ve always liked msi for their performance and fairly decent price .,1,['msi'],2,"[[6.33, 6.5], [6.83, 6.83]]","['always liked', 'fairly decent']","['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#PRICE']"
eng,laptop,laptop_quad_test_533,"now i feel bad buying this for my child , as this laptop seem to have a solid rating elsewhere .",1,['laptop'],2,"[[3.62, 6.12], [5.88, 5.88]]","['bad', 'solid']",['LAPTOP#GENERAL']
eng,laptop,laptop_quad_test_540,"it does have a nice screen that is very bright , decent viewing angle and ok for contrast .",1,['screen'],4,"[[5.67, 5.5], [6.67, 6.33], [7.5, 7.33], [7.5, 7.5]]","['decent', 'nice', 'ok', 'very bright']",['DISPLAY#GENERAL']
eng,laptop,laptop_quad_test_541,the keyboard is very nice and very responsive .,1,['keyboard'],2,"[[7.33, 7.17], [7.33, 7.33]]","['very nice', 'very responsive']",['KEYBOARD#OPERATION_PERFORMANCE']
eng,laptop,laptop_quad_test_547,"used as bought , it is an ok laptop , but not great ( probably a 3 star value ) .",1,['laptop'],2,"[[5.33, 5.5], [5.83, 5.5]]","['not great', 'ok']",['LAPTOP#GENERAL']
eng,laptop,laptop_quad_test_552,"i paid $ 500 for a 15 ` ` notebook with 8gb ram , latest i5 - 8250u cpu with reasonable weight and its quite extendable , i am happy for this deal .",1,[None],2,"[[7.33, 7.67], [7.5, 7.83]]","['happy', 'quite extendable']",['LAPTOP#DESIGN_FEATURES']
eng,laptop,laptop_quad_test_555,very nice looking laptop for the money .,1,['laptop'],2,"[[5.25, 5.0], [7.25, 7.5]]","['NULL', 'very nice looking']","['LAPTOP#DESIGN_FEATURES', 'LAPTOP#PRICE']"
eng,laptop,laptop_quad_test_562,very good laptop if you want something lightweight for everyday browsing .,1,['laptop'],2,"[[7.38, 7.5], [7.5, 7.62]]","['lightweight', 'very good']",['LAPTOP#DESIGN_FEATURES']
eng,laptop,laptop_quad_test_571,cheaply made plastic but performance is well worth the trade for a $ 500 laptop .,1,[None],3,"[[4.88, 6.12], [6.5, 6.38], [6.88, 7.0]]","['cheaply made', 'well', 'worth']","['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#QUALITY']"
eng,laptop,laptop_quad_test_574,"i do like the screen on this , images are clean and crisp , enjoying the 4 gigs of ram which allow me to have a few more tab open .",1,['screen'],3,"[[6.67, 6.67], [7.0, 7.17], [7.17, 7.33]]","['clean', 'crisp', 'like']",['DISPLAY#GENERAL']
eng,laptop,laptop_quad_test_579,i want to love this laptop because it is so lightweight and sleek .,1,['laptop'],3,"[[5.88, 6.0], [6.62, 6.75], [6.62, 6.88]]","['love', 'sleek', 'so lightweight']",['LAPTOP#DESIGN_FEATURES']
eng,laptop,laptop_quad_test_585,they keyboard felt responsive and was a good size .,1,['keyboard'],2,"[[7.25, 7.5], [7.75, 8.0]]","['good', 'responsive']","['KEYBOARD#DESIGN_FEATURES', 'KEYBOARD#OPERATION_PERFORMANCE']"
eng,laptop,laptop_quad_test_593,"my acer aspire e 15 worked great for a day , and then shut off by itself .",1,['acer aspire'],2,"[[4.0, 5.33], [6.5, 6.33]]","['NULL', 'great']",['LAPTOP#GENERAL']
eng,laptop,laptop_quad_test_596,good performance for the price and my intention as the support for my family was to have everyone on these with a spare to deal with ones that break down .,1,[None],2,"[[6.88, 6.88], [7.0, 7.0]]",['good'],"['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#PRICE']"
eng,laptop,laptop_quad_test_598,the reason why i ' m giving this laptop a two star is because overall i think the quality of it is good especially for the price .,1,['laptop'],2,"[[6.5, 6.62], [6.62, 6.75]]",['good'],"['LAPTOP#PRICE', 'LAPTOP#QUALITY']"
eng,laptop,laptop_quad_test_607,"also , i hate the keyboard - it feels really cheap .",1,['keyboard'],2,"[[3.25, 6.75], [3.5, 6.75]]","['hate', 'really cheap']",['KEYBOARD#GENERAL']
eng,laptop,laptop_quad_test_608,overall the laptop is cheap and flimsy .,1,['laptop'],2,"[[5.67, 6.33], [5.83, 6.5]]","['cheap', 'flimsy']","['LAPTOP#PRICE', 'LAPTOP#QUALITY']"
eng,laptop,laptop_quad_test_620,"the computer itself is actually quite fast with the ssd and processor , so my experience there so far has been good .",1,['computer'],2,"[[7.33, 7.5], [7.83, 8.0]]","['actually quite fast', 'good']","['LAPTOP#GENERAL', 'LAPTOP#OPERATION_PERFORMANCE']"
eng,laptop,laptop_quad_test_647,"it just crashed , dead .",1,[None],2,"[[3.0, 7.5], [3.17, 7.17]]","['dead', 'just crashed']",['LAPTOP#OPERATION_PERFORMANCE']
eng,laptop,laptop_quad_test_654,everything else is very good and i am satisfied,1,[None],2,"[[6.75, 7.0], [7.38, 7.5]]","['satisfied', 'very good']",['LAPTOP#GENERAL']
eng,laptop,laptop_quad_test_662,"poor touch pad , it get stuck .",1,['touch pad'],2,"[[3.67, 7.0], [3.83, 6.67]]","['poor', 'stuck']",['HARDWARE#GENERAL']
eng,laptop,laptop_quad_test_664,"- user interfaces that are tight , responsive",1,['user interfaces'],2,"[[6.17, 6.0], [6.83, 6.67]]","['responsive', 'tight']",['OS#OPERATION_PERFORMANCE']
eng,laptop,laptop_quad_test_665,"all and all , it ' s a light weight , but very robust development stack , that also has the added convenience of cloud9 ' s collaboration features wherein multiple developers can be writing code in even the same file simultaneously .",1,[None],2,"[[7.75, 8.25], [8.0, 8.25]]","['light', 'very robust']","['OS#DESIGN_FEATURES', 'OS#OPERATION_PERFORMANCE']"
eng,laptop,laptop_quad_test_669,it ' s really seamless and smooth to move back and forth and makes experimenting with different linux configs and environments effortless .,1,['linux configs'],3,"[[7.67, 7.5], [7.83, 7.67]]","['effortless', 'really seamless', 'smooth']",['OS#OPERATION_PERFORMANCE']
eng,laptop,laptop_quad_test_669,it ' s really seamless and smooth to move back and forth and makes experimenting with different linux configs and environments effortless .,1,['environments'],3,"[[7.67, 7.5], [7.83, 7.67]]","['effortless', 'really seamless', 'smooth']",['OS#OPERATION_PERFORMANCE']
eng,laptop,laptop_quad_test_670,"you won ' t be disappointed with this great little machine how ever you end up using it , and that versatility is what really makes this machine such a fun and valuable computer .",1,['machine'],2,"[[7.0, 7.33], [7.17, 7.5]]","[""' t be disappointed"", 'great']",['LAPTOP#GENERAL']
eng,laptop,laptop_quad_test_670,"you won ' t be disappointed with this great little machine how ever you end up using it , and that versatility is what really makes this machine such a fun and valuable computer .",1,[None],2,"[[7.33, 7.83], [7.67, 8.0]]","['fun', 'valuable']",['LAPTOP#GENERAL']
eng,laptop,laptop_quad_test_670,"you won ' t be disappointed with this great little machine how ever you end up using it , and that versatility is what really makes this machine such a fun and valuable computer .",1,['computer'],2,"[[7.5, 7.83], [7.67, 8.0]]","['fun', 'valuable']",['LAPTOP#GENERAL']
eng,laptop,laptop_quad_test_671,"for ~ $ 15 you can get a nice , fitted anti - glare screen protector that reduces the fingerprint / glare problems and gives you some piece of mind about protecting that gorgeous screen .",1,['screen protector'],2,"[[6.83, 7.0], [7.0, 7.0]]","['fitted', 'nice']",['DISPLAY#OPERATION_PERFORMANCE']
eng,laptop,laptop_quad_test_674,"for instance , the android youtube app doesn ' t work well at all because it ' s very inconvenient to get videos into full - screen mode .",1,['android youtube app'],2,"[[3.25, 6.25], [3.5, 6.0]]","[""' t work well"", 'very inconvenient']",['SOFTWARE#OPERATION_PERFORMANCE']
eng,laptop,laptop_quad_test_676,so i ' m very happy and relieved to see it working excellently on the c302 .,1,['c302'],2,"[[7.5, 7.5], [8.0, 7.67]]","['NULL', 'excellently']",['LAPTOP#OPERATION_PERFORMANCE']
eng,laptop,laptop_quad_test_680,it ' s a nice smooth surface so no tension when gliding across it .,1,['surface'],2,"[[7.38, 7.62], [7.5, 7.75]]","['nice', 'smooth']",['LAPTOP#DESIGN_FEATURES']
eng,laptop,laptop_quad_test_687,- the screen has great contrast and is glossy and sharp,1,['screen'],3,"[[7.33, 7.67], [7.5, 7.67], [7.5, 7.83]]","['glossy', 'great', 'sharp']",['DISPLAY#OPERATION_PERFORMANCE']
eng,laptop,laptop_quad_test_696,"- nice , bright screen ( touchscreen , too ! )",1,['screen'],2,"[[7.17, 7.33], [7.33, 7.67]]","['bright', 'nice']",['DISPLAY#DESIGN_FEATURES']
eng,laptop,laptop_quad_test_696,"- nice , bright screen ( touchscreen , too ! )",1,['touchscreen'],2,"[[7.17, 7.5], [7.67, 7.67]]","['bright', 'nice']",['DISPLAY#DESIGN_FEATURES']
eng,laptop,laptop_quad_test_698,this is a very cleverly designed and fast machine .,1,['machine'],2,"[[7.67, 7.83], [7.83, 8.0]]","['fast', 'very cleverly']","['LAPTOP#DESIGN_FEATURES', 'LAPTOP#OPERATION_PERFORMANCE']"
eng,laptop,laptop_quad_test_705,"overall , i am extremely impressed with this chromebook and would highly recommend this to others .",1,['chromebook'],2,"[[7.67, 7.83], [7.83, 8.17]]","['extremely impressed', 'highly recommend']",['LAPTOP#GENERAL']
eng,laptop,laptop_quad_test_709,"i found the display to be very vibrant , with excellent pixel density .",1,['display'],2,"[[7.67, 7.67], [7.83, 7.83]]","['excellent', 'very vibrant']",['DISPLAY#DESIGN_FEATURES']
eng,laptop,laptop_quad_test_716,"the sound is rich and plenty loud enough , but it won ' t replace your music system .",1,['sound'],2,"[[7.17, 7.33], [7.5, 7.5]]","['loud', 'rich']",['MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE']
eng,laptop,laptop_quad_test_719,the speaker sound is ok but not great .,1,['speaker sound'],2,"[[4.62, 5.38], [5.75, 5.62]]","['not great', 'ok']",['MULTIMEDIA_DEVICES#GENERAL']
eng,laptop,laptop_quad_test_720,i really do love this chromebook because it provides a large amount of utility and is perfect for a university setting and environment .,1,['chromebook'],2,"[[7.83, 7.83], [8.33, 8.33]]","['love', 'perfect']",['LAPTOP#GENERAL']
eng,laptop,laptop_quad_test_723,the device is so sturdy and clean looking it is a pleasure to hold in my hands .,1,['device'],3,"[[7.33, 7.33], [7.33, 7.5], [7.83, 7.67]]","['clean', 'pleasure', 'so sturdy']",['LAPTOP#DESIGN_FEATURES']
eng,laptop,laptop_quad_test_724,the touchscreen is very responsive and works great in tablet mode .,1,['touchscreen'],2,"[[7.83, 8.0], [8.17, 8.33]]","['great', 'very responsive']",['DISPLAY#OPERATION_PERFORMANCE']
eng,laptop,laptop_quad_test_728,i love this chromebook .,1,['chromebook'],3,"[[6.83, 6.83], [7.0, 7.0], [7.17, 7.17]]",['love'],['LAPTOP#GENERAL']
eng,laptop,laptop_quad_test_735,"the keyboard is often - praised , but i don ' t find it particularly spectacular .",1,['keyboard'],2,"[[4.33, 5.67], [6.67, 6.33]]","[""' t find it particularly spectacular"", 'praised']",['KEYBOARD#GENERAL']
eng,laptop,laptop_quad_test_736,"it is very light , and it seems surprisingly sturdy .",1,[None],2,"[[7.5, 7.83], [7.5, 8.0]]","['surprisingly sturdy', 'very light']",['LAPTOP#DESIGN_FEATURES']
eng,laptop,laptop_quad_test_739,the screen is clear and bright and the system doesn ' t lag unless i have a large number of tabs open .,1,['screen'],2,"[[6.33, 6.0], [6.33, 6.17]]","['bright', 'clear']",['DISPLAY#DESIGN_FEATURES']
eng,laptop,laptop_quad_test_741,battery last incredibly long .,1,['battery'],2,"[[7.62, 7.62], [7.75, 7.75]]","['incredibly', 'incredibly long']",['BATTERY#OPERATION_PERFORMANCE']
eng,laptop,laptop_quad_test_748,i plugged in regular headphones and it was horribly low - very unenjoyable to listen to music this way .,1,['headphones'],3,"[[3.17, 6.67], [3.33, 6.67], [3.83, 6.17]]","['horribly', 'low', 'very unenjoyable']",['MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE']
eng,laptop,laptop_quad_test_751,perfect size to use in bed and nice and bright .,1,['size'],3,"[[7.0, 7.17], [7.17, 7.33], [7.33, 7.67]]","['bright', 'nice', 'perfect']",['LAPTOP#DESIGN_FEATURES']
eng,laptop,laptop_quad_test_753,it ' s super thin and super light .,1,[None],2,"[[7.5, 7.62], [7.62, 7.75]]","['super light', 'super thin']",['LAPTOP#DESIGN_FEATURES']
eng,laptop,laptop_quad_test_755,it is very light in weight but feels quite durable and strong .,1,[None],3,"[[7.0, 7.17], [7.5, 7.5], [7.67, 7.67]]","['quite durable', 'strong', 'very light']","['LAPTOP#DESIGN_FEATURES', 'LAPTOP#OPERATION_PERFORMANCE']"
eng,laptop,laptop_quad_test_756,the picture quality is very good and the book itself is responsive and fast .,1,['book'],2,"[[6.75, 6.88], [6.88, 6.88]]","['fast', 'responsive']",['LAPTOP#OPERATION_PERFORMANCE']
eng,laptop,laptop_quad_test_761,it ' s very light and sitting on the couch typing this is comfortable .,1,[None],2,"[[7.25, 7.25], [7.38, 7.38]]","['comfortable', 'very light']","['LAPTOP#DESIGN_FEATURES', 'LAPTOP#USABILITY']"
eng,laptop,laptop_quad_test_768,"the asus chromebook flip 302ca is smooth , fast and incredibly well engineered and built .",1,['asus chromebook flip 302ca'],4,"[[7.5, 7.5], [7.75, 7.75], [8.0, 8.25]]","['fast', 'incredibly', 'smooth', 'well']","['LAPTOP#DESIGN_FEATURES', 'LAPTOP#OPERATION_PERFORMANCE']"
eng,laptop,laptop_quad_test_779,"great computer , especially for the price .",1,['computer'],2,"[[7.33, 7.0], [7.33, 7.17]]",['great'],"['LAPTOP#GENERAL', 'LAPTOP#PRICE']"
eng,laptop,laptop_quad_test_783,"i really love the laptop , it is exactly what i wanted and expected in the price range and i ' m super happy with it !",1,['laptop'],2,"[[6.62, 6.62], [6.88, 6.75]]","['really love', 'super happy']","['LAPTOP#GENERAL', 'LAPTOP#PRICE']"
eng,laptop,laptop_quad_test_785,the wifi connectivity is strong and consistent in my experience .,1,['wifi connectivity'],2,"[[7.5, 7.5], [7.5, 7.62]]","['consistent', 'strong']",['PORTS#OPERATION_PERFORMANCE']
eng,laptop,laptop_quad_test_786,the only thing i didn ' t like is the screen isn ' t bright enough and the speakers aren ' t louder .,1,['screen'],2,"[[3.5, 6.25], [3.62, 6.0]]","[""' t bright"", ""' t like""]",['DISPLAY#OPERATION_PERFORMANCE']
eng,laptop,laptop_quad_test_790,it ' s a bit pricey for a chromebook but worth it right now .,1,[None],2,"[[3.83, 5.33], [6.67, 6.33]]","['a bit pricey', 'worth']","['LAPTOP#GENERAL', 'LAPTOP#PRICE']"
eng,laptop,laptop_quad_test_793,"this is a small , well built product ideal for general usage .",1,['product'],3,"[[6.38, 6.25], [6.75, 6.62], [6.88, 6.88]]","['ideal', 'small', 'well built']",['LAPTOP#DESIGN_FEATURES']
